IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.228.152,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.243.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.81.14,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.212.116.106,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.192.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.5.10,2087,2087,true,SIN,Asia Pacific,Singapore,36,0.00
8.223.2.222,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.213.245,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.183.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.255.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.42.153,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.222.36,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.203.101,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.42.171,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.43.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.8.82,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.248.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.183.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.203.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.42.155,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.98.75,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.98.75,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.227.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.48.107,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.85.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.18.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.232.148,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.213.245,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.119.104,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.5.0,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.26.83,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.18.199,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.42.171,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.233.67,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.125.241,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.43.213,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.222.36,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.131.39,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.43.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.255.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.43.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.43.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.63.130,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.75.152,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.244.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.72.0,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.43.213,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.214.139,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.48.107,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.183.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.214.139,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.1.163,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.214.139,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.244.38,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.192.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.89.245,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.201.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.26.83,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.91.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.154.218,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.43.213,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.232.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.164.75,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.51.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.228.152,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.146.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.225.255,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.29.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.225.255,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.244.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.26.26,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.51.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.213.245,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.228.152,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.125.241,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.173.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.85.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.192.24,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.42.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.237.83.20,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.65.171,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.214.139,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.154.218,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.125.241,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.243.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.26.26,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.29.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.213.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.214.139,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.186.171,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.26.26,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.213.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.5.0,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.121.207,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.243.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.89.245,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.70.186,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.98.98,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.42.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
